"review_id","star_rating","helpful_votes","vine","verified_purchase"
"R33I3AQ40UEBVF",5,24,"N","Y"
"R286BW91GP0IUN",2,25,"N","Y"
"R2ZILS1BDL3WOV",5,16,"N","Y"
"R218H0CVX6P956",4,32,"N","Y"
"R3VT8RUV2WDFUX",3,33,"N","Y"
"R3V89WITY1RRPM",1,27,"N","Y"
"R16UBT8X3HP9CA",5,99,"N","Y"
"R3FZXEAANHVWHU",4,24,"N","N"
"R285N1CNKSL12S",5,30,"N","Y"
"R2IL98YDR6R60S",1,42,"N","Y"
"RCFTXEB0DMQ3J",5,52,"N","N"
"R36996WXS0U3B4",5,22,"N","Y"
"RZ40WXQ8NND6T",5,34,"N","Y"
"R1O7KRIO1OC61J",5,19,"N","Y"
"RU5EBZMHL1CQ2",5,33,"N","N"
"RDZAVTTOJW7NC",1,23,"N","Y"
"R1NW8287OPUMSA",5,95,"N","Y"
"R1DJ6D40X4Q3PZ",4,25,"N","N"
"R3PD705PGC34BN",1,30,"N","Y"
"R31OMSRB327RH3",2,128,"N","Y"
"R2QPB268YPDDK5",1,61,"N","Y"
"RWMAF1Z5KZ59U",4,87,"N","Y"
"R26YHM1EOBPHGB",5,57,"N","Y"
"RVBIQMB7ZPHND",2,53,"N","Y"
"R3CCLLNG34UB7U",5,14,"N","Y"
"R1IX0NV6ROYXC8",5,20,"N","Y"
"R2G7EXHKWAXCV6",5,30,"N","Y"
"R3HZM574GSL2SR",4,25,"N","Y"
"R2J3MZ7TTYCIE0",4,56,"N","Y"
"RJRCJUSCYW3R9",4,27,"N","Y"
"R39MLI9N6AIE4D",5,22,"N","Y"
"R3VJWVHSDPCJJW",1,19,"N","Y"
"RC8YZ7BBOIUL2",5,49,"N","N"
"R3OZL7KBXKBM2L",5,22,"N","Y"
"R19CN3KFEDII5W",3,16,"N","Y"
"R1SF0A3OL0H2RU",5,20,"N","N"
"R39YWDJBIV7X2I",5,20,"N","N"
"R2RWD5DQ5NXD05",5,26,"N","Y"
"R6QVKTE5SCHXY",5,41,"N","Y"
"R3AY1KTOJNFA5H",1,23,"N","Y"
"R3KKMQL9XLAER8",1,31,"N","Y"
"R2KPVW3VXAWVZL",5,28,"N","Y"
"R3DOQWUN2X3SYR",5,718,"N","Y"
"R1JCM184DLOM0I",5,274,"N","Y"
"R49APUUKEAHM1",1,18,"N","N"
"RNIENJVU5QHHX",4,29,"N","Y"
"R2PSQFHF2S1G8A",2,30,"N","N"
"R3EXQO5LSK2TXU",1,30,"N","Y"
"R38I4EF6GE7YGU",5,65,"N","Y"
"R1RD5V4M8LNNUA",5,23,"N","Y"
"RH660N97HU2HK",1,16,"N","Y"
"R1RJUXAGI26IFT",5,32,"N","Y"
"RMAVLA44NU6XK",1,20,"N","Y"
"R3ISG53QHDIUUP",5,19,"N","Y"
"RZIFCJ3S796CZ",5,42,"N","Y"
"R3C4X54FHY238A",1,13,"N","N"
"R11GXP2XOJVK8P",4,49,"N","Y"
"R1HDYGT4ZTS0GC",3,38,"N","Y"
"RYQVVYJEWY460",5,19,"N","Y"
"R38XI0KP8H1MLG",1,25,"N","Y"
"R3DNKPUA8LDZ08",5,220,"N","Y"
"RVDVRBFXHYF2B",5,15,"N","N"
"R9YC578HYOXGH",4,43,"N","Y"
"R32TBONKKAMY9G",1,39,"N","N"
"R1FOA7XZUZ3XJR",3,19,"N","Y"
"R32HH2DCPOTJWZ",5,21,"N","Y"
"R1JCBCRS2IP248",2,18,"N","Y"
"R34K81RV9XW694",3,32,"N","N"
"R1XGDE9D0VPXL7",3,24,"N","Y"
"RQPHH6WXSMA2R",5,45,"N","Y"
"R1LJDTTKOV09R7",1,25,"N","Y"
"R2MDXFAN26S9TH",5,40,"N","Y"
"R3BQWXAVU3NP8G",5,32,"N","Y"
"R19G3141J7CE3W",5,23,"N","Y"
"R33R8RBYIXKPEI",3,21,"N","Y"
"RGGCDBTY7BHPU",5,32,"N","Y"
"R3L2TSC6IYROWX",4,20,"N","N"
"R1CGOVY1OP68FP",5,32,"N","Y"
"R3PFBHEYCOFYB4",4,22,"N","Y"
"R3FZSIELYK3Y92",1,12,"N","N"
"R3PNYVYUHYXMWO",2,25,"N","Y"
"R3HWZW2WGXE73R",5,19,"N","Y"
"R1KX2LJ0LSRX0J",4,22,"N","N"
"R1APBA6FFTYLMS",4,31,"N","Y"
"R1MGZJ7FORII5",3,19,"N","N"
"RKE43NKN4F9JP",5,16,"N","Y"
"R2VLIM9O94Q5E4",5,80,"N","Y"
"R1V6UOZ1V05O1O",5,106,"N","Y"
"R2U91AU4CDTJYD",5,26,"N","Y"
"R2OOZZEGIJWFDL",4,21,"N","Y"
"R140CQMOEPCXQI",5,64,"N","N"
"RJ11R5EWLHOJH",4,48,"N","Y"
"R3L5MI8WIRI7QJ",5,24,"N","Y"
"RR7AOASFK6F9A",5,26,"N","Y"
"R1LZPIJKGEFWRW",5,18,"N","N"
"R2UJGBYTGBE88D",5,39,"N","Y"
"R1TEIDS5JG6B20",4,34,"N","N"
"RBYOLOIU1UQ9R",2,25,"N","Y"
"R3KB5XUII80QWP",4,23,"N","Y"
"RJZTG4OL27V9R",4,23,"N","Y"
"R3O7YRR2EB6KXF",4,124,"N","Y"
"R3YWTM0UGUJZB",1,27,"N","Y"
"R14T4AT7WTP51N",5,28,"N","Y"
"R2O93BXT695JEO",5,24,"N","Y"
"R2LSJ2A2PBO7HG",5,22,"N","Y"
"RDFW5FKC8Y1JK",5,18,"N","Y"
"R3JPBXB3POVW8J",5,49,"N","Y"
"R3G1JH8UANTJAQ",5,61,"N","Y"
"RY4HCSAKKCF9E",5,55,"N","Y"
"R3578RIJQS0IED",1,47,"N","Y"
"RNN31B4ID4FBV",5,35,"N","N"
"R3E3J2VAZ03MUO",5,68,"N","Y"
"R1H452CQL788GO",1,43,"N","Y"
"R1417VR7AVYZXO",1,33,"N","Y"
"R2Z66K2C2YO9NG",5,24,"N","N"
"R120DBWS8X1N4P",5,28,"N","Y"
"R2WZG6W4795CQW",4,24,"N","Y"
"R2926RRMD37A7U",5,30,"N","Y"
"R3JIVU0RWHNESB",5,41,"N","Y"
"RUMOIEIE00PM8",5,60,"N","Y"
"R2LHKAULXP5R0W",1,18,"N","Y"
"R3JJ7UJLN08QY0",4,19,"N","Y"
"R2FGC19R49WYAY",5,19,"N","Y"
"R28WHZPDSPJX8C",5,20,"N","N"
"RY0J4CCCJQ3HB",5,51,"N","Y"
"R92OHQMKY3J14",5,46,"N","Y"
"R1AW6LDT6K46I",4,17,"N","N"
"R12NWBX69C0TSZ",5,50,"N","N"
"R2E9D1NNJ4WSJ8",4,35,"N","Y"
"R3HSK6NJYP051O",3,35,"N","Y"
"R203K0IY1RXG3Y",4,53,"N","Y"
"R2R256T0FUSB1V",5,54,"N","Y"
"R2IDUHARDZAO6Z",1,57,"N","Y"
"R164J2IU2YFM5N",5,21,"N","Y"
"R1S4C80R6F2JHE",3,24,"N","Y"
"R54SXNHV36XPY",1,20,"N","Y"
"R2Y2WEDZMORSHG",5,46,"N","Y"
"RC8A6Z6OVW178",5,19,"N","Y"
"R3BJ28P65UG5DB",5,40,"N","Y"
"R2M8LF47V8X4KW",2,28,"N","Y"
"RI43SHQ0EMXK5",1,71,"N","Y"
"RL6LI05JN58VY",4,43,"N","Y"
"R1HB7JF3JDALNK",5,20,"N","N"
"R1Q276IR5D1U68",2,21,"N","N"
"R15XBI4CZUKKD4",4,465,"N","Y"
"R1J6CNUG8JCTL",5,55,"N","Y"
"RFZIY6Y4RL90U",5,21,"N","N"
"R12WKTQ4H1M74",5,23,"N","Y"
"R18DIAPRYZAL9L",4,33,"N","Y"
"R1EQ1SDASX00QQ",3,86,"N","Y"
"R1WQ63BB68H5HI",5,24,"N","Y"
"R35KS2GC43TSQ3",3,112,"N","Y"
"R1YDK1YVAPECUP",5,29,"N","Y"
"R3QZLZNJRZU9IX",1,19,"N","N"
"RMB4UEVAM17M",3,18,"N","Y"
"R2D2PC3QPUC6O3",5,26,"N","Y"
"R1YALIBOGS8RU5",5,111,"N","Y"
"R312V9QS4LBGVY",5,37,"N","Y"
"R3IY1XHTOX8V0F",2,16,"N","Y"
"R2I1ERUKEJITNQ",5,86,"N","Y"
"R3SKOTRVMD6F1R",5,45,"N","Y"
"R32PHOVNE5T3I0",5,27,"N","Y"
"R2PWL5NS3W433U",5,285,"N","Y"
"R2MNLMG5WEH3PS",5,44,"N","N"
"R2FSD9RQ114EDA",1,19,"N","Y"
"R2RFQUU7RXJOYP",1,24,"N","Y"
"R3U8L2V87QAUUP",5,97,"N","Y"
"R302FC12BJ6WZ4",3,37,"N","N"
"RK2YO1ESPQHHO",5,34,"N","Y"
"RDVFE555DUNHL",5,20,"N","Y"
"R7GA95PZA4X62",4,21,"N","Y"
"R2FMU1M63Z230F",4,20,"N","Y"
"R1DHEGOODOBF8L",4,19,"N","Y"
"R33WA4UEHNFU6C",5,50,"N","N"
"R3FIPUB9A1AGY",4,60,"N","Y"
"R2WE5P304XXKTO",5,31,"N","Y"
"R1OL1EYTN3T4J9",5,35,"N","Y"
"R3GXZIESKO34IX",1,19,"N","Y"
"R1S5C3QQR4UDKH",4,47,"N","Y"
"R38RB2D76D3C1F",4,61,"N","Y"
"R1BNV3M5J82DB9",5,60,"N","Y"
"R1W41AO4MJL37Z",5,66,"N","Y"
"R1RBKIF8XJOA70",4,17,"N","N"
"R97W35ZAPHKNE",2,17,"N","Y"
"R16GBC32F0K3E9",5,228,"N","Y"
"R2WS8QL4GS3QJN",1,19,"N","Y"
"R2M7G3PU86AKMU",5,27,"N","Y"
"R2ZTEFVZ540ICC",4,35,"N","Y"
"R301G7V6PT2YI5",5,42,"N","Y"
"R165KGJHQTYJ5B",5,24,"N","N"
"R3U1VAFA2ILYMD",4,28,"N","Y"
"R1U4UV147WX2NA",5,31,"N","N"
"R3CSCMGO4993UM",5,101,"N","Y"
"RL93JRLHXZI9N",4,31,"N","Y"
"R247J7TORT616G",5,54,"N","Y"
"R3PU2LMDTOMF65",4,21,"N","Y"
"R1MRXXJDA2XKA2",4,20,"N","N"
"R1XMIQN7KHGXGQ",4,22,"N","Y"
"R361FQLUDTN43F",1,30,"N","Y"
"R1LMMCW3YBQYDJ",5,17,"N","Y"
"R3Z48YEH6N6SS",5,37,"N","Y"
"R2YMEDUYJO6RIT",2,21,"N","Y"
"R3LLTAY31GRH56",5,48,"N","Y"
"RKOEPB05OHTOQ",4,25,"N","Y"
"R1I8FDDK8EIOB6",5,70,"N","N"
"R16U570XRHEF1B",5,74,"N","Y"
"RNKNRWZ3JG9IY",2,14,"N","N"
"R1LLHK092H60Z9",5,20,"N","Y"
"R160JIS94NSJFY",4,16,"N","N"
"R228G1KEQ11OJD",4,23,"N","Y"
"RG3PFBI6C15H5",4,22,"N","Y"
"R3PFS3WIY75SU5",4,20,"N","Y"
"R22MTFP3MQNT9Y",5,41,"N","Y"
"R33N6X3TUKEM59",4,29,"N","Y"
"R2LQUD7G5QXVWL",1,59,"N","Y"
"R2R2PCNP31FL4R",5,20,"N","Y"
"RHAXPBSCU65MT",5,41,"N","N"
"R1HMIYNG81ZCKE",4,42,"N","Y"
"R2NQFNB8D98LK2",1,45,"N","Y"
"R2EHASG480JM6S",3,18,"N","Y"
"RUJKZ6AYFL9NI",5,19,"N","Y"
"R3Q28QFNTDOVFG",4,23,"N","Y"
"R3IYC3X5HN846X",3,32,"N","Y"
"RLB2EODDD5BNO",5,19,"N","N"
"R5881BF523900",4,23,"N","Y"
"R3GXRZBKHILMEL",3,23,"N","Y"
"R13JFU4WWVQV87",2,17,"N","Y"
"R2W80QJ26PU6LR",5,58,"N","N"
"R38EOTLV3ZXW1V",5,60,"N","Y"
"RRAOO7YF61BH9",4,74,"N","Y"
"RLVZ9LBLGWITG",3,81,"N","N"
"RA4OOJ984GWBZ",5,24,"N","Y"
"R3B0O83W5X8OTY",5,22,"N","N"
"R11TK9HOO827EL",4,33,"N","Y"
"R2GZLHEJ3QOBCC",5,23,"N","N"
"R2F5YB7V0PMDLB",5,18,"N","Y"
"R2C4OGYMCUP2DF",5,81,"N","N"
"R2DXPQ39KGFIS0",5,160,"N","Y"
"R35KGVNDGRLSFU",5,25,"N","Y"
"R2VLTBKKA2TNRT",4,59,"N","Y"
"R17LBBBIFAAME7",5,26,"N","Y"
"R3SGWNFBM42V0U",2,36,"N","N"
"RKGOZS7P0DEVB",5,25,"N","Y"
"RUMY4DUAUQU0G",5,23,"N","N"
"R2XIM8684AXA5W",4,62,"N","Y"
"R301H528BRPYKL",5,43,"N","Y"
"R1DWBNJKP9V3XI",3,36,"N","Y"
"R1VUK2QOT693KL",5,53,"N","Y"
"R2MWH3PG0Y0P5",1,35,"N","Y"
"R1Q67S1MTSFC9W",1,49,"N","N"
"R1WD7ZWIWPFAAZ",5,32,"N","Y"
"R29ITZX7Z1E12R",5,19,"N","N"
"R2ZFFXXJ8Q4T4K",5,62,"N","Y"
"R2A1XBXG8YZ2E0",2,51,"N","Y"
"R27ZNTRQ4WGJSO",5,28,"N","N"
"R23X1ODRSYIM6J",5,43,"N","Y"
"RKCX05TAFOABE",4,65,"N","Y"
"R2YF4TDSEQ060S",1,20,"N","Y"
"RV561K5F91CJT",5,25,"N","Y"
"R1EUU5EQGN6892",5,53,"N","Y"
"R1WLTJVZHMA13H",5,41,"N","Y"
"R1XJ5267QVLO56",4,19,"N","Y"
"R1GKDSJHNHGZ2Q",5,27,"N","Y"
"RWINEV98L4I9E",5,22,"N","Y"
"R3MKSTGA4R1CE3",3,29,"N","N"
"R5NVO4NEGV3BN",1,23,"N","N"
"R151KVXS4XHCFF",2,21,"N","Y"
"R1UPSM0OPLROBP",5,41,"N","Y"
"RSKI5GA77Y415",5,21,"N","Y"
"R3NPCQC7DA9RBS",2,29,"N","Y"
"R247UP0R3B6S22",5,79,"N","Y"
"R2TBH5L0SGOWUZ",4,22,"N","Y"
"R3I1L7QC1V36Y4",3,55,"N","N"
"R3SI38R6IOQ2LW",2,24,"N","N"
"R58A5XS6AL57E",1,23,"N","Y"
"R807ZWDOBLMUI",3,21,"N","Y"
"R2JK8673UA7Q8X",1,395,"N","Y"
"R1W06E0GXWQSB5",5,22,"N","N"
"R3O2ZEFBG1ANRD",5,29,"N","Y"
"R14PDYRFNSMKQ",1,25,"N","Y"
"R2LQRJ3P4ETJ4E",5,42,"N","Y"
"R2GE08J7TP9ZWI",1,23,"N","Y"
"R1V5ZFPPKP3N0G",4,21,"N","Y"
"R2HGX450X0OOV7",4,44,"N","Y"
"R210TQ6E1CRP6O",5,16,"N","Y"
"RQXE23I77XWOH",5,21,"N","Y"
"REQY32WD4MM3E",4,40,"N","Y"
"REB3M1NNQ2M8Y",4,49,"N","Y"
"RLFXMSR5MA97",1,52,"N","Y"
"R3F6GBGI759KIZ",1,54,"N","Y"
"RKDDYD1PXX4XR",5,25,"N","Y"
"R3G5Z51LNCNL11",5,21,"N","Y"
"R1GUZAKG47R7DD",5,19,"N","Y"
"R2EHMQUFHN0M06",4,20,"N","N"
"R166ZHU1Y5Z4P8",5,22,"N","N"
"R9JWQE5WWO8CI",5,34,"N","Y"
"R19OAIN3DADDFF",1,29,"N","Y"
"R3R1N6CKA2ZTCE",1,95,"N","Y"
"R3DYL5KVZMYDS2",1,29,"N","Y"
"R3PG56U4MC5S0H",5,72,"N","Y"
"RZY1PJYKEA8IY",4,18,"N","Y"
"R30VKY3VAZME08",5,41,"N","N"
"R39ED09UQRJZPY",5,47,"N","Y"
"R3QCMVLA0MW1XC",5,22,"N","Y"
"R1ZTJAHTU1XHYK",3,20,"N","Y"
"R2T6DEGGLD4MFT",2,121,"N","Y"
"R2VLKXB6D14TIL",1,26,"N","Y"
"R3Z8WCO2IG40S",4,189,"N","Y"
"R31R03NXO5QQF",5,21,"N","Y"
"R5YNTDK053F0J",5,23,"N","N"
"R3K9ST5XM5ZFUC",2,23,"N","Y"
"R2I379FRXMJKCZ",5,21,"N","N"
"R2I6DEN60FWBJ2",4,25,"N","Y"
"RKJ0R0EUUM50Z",5,292,"N","N"
"RK2QRZLPH7LQ3",5,61,"N","Y"
"R18GLQQ3RTJYH0",3,49,"N","Y"
"R3OT09YH1HHEKM",1,37,"N","N"
"R2ZJ2C9ONMY5KF",2,45,"N","Y"
"R3L7T2G5KLGXQG",4,29,"N","Y"
"R2T1J7CWTU0ETM",5,35,"N","N"
"R5RXVTJFGLW3D",3,32,"N","Y"
"RBXM5XH23H6BV",3,85,"N","Y"
"RZR22F1XLO1B7",5,60,"N","Y"
"R1S9TQKQ299M52",5,33,"N","N"
"R2IV0AL7LD0N2O",3,26,"N","Y"
"R2MI09HN6V35YS",5,21,"N","Y"
"RU3DWYF14C03",5,26,"N","Y"
"RM22DW6K5HYA7",3,33,"N","Y"
"RH4GCSHOJTQ44",4,27,"N","N"
"R1DU0PX763KBHH",3,433,"N","Y"
"R28E9NRN7PPN8A",3,84,"N","Y"
"R2YFLVWXQB6O0V",3,71,"N","N"
"R1BQ438VA7YZ06",3,22,"N","Y"
"R1ZTYB15INBKPR",3,19,"N","N"
"R1VRFNO1XOHL32",5,25,"N","Y"
"R1J5LD0U95ZL4H",5,30,"N","Y"
"R2M4A4RLVAS7N2",1,25,"N","N"
"R2TQX696EM56Z6",4,148,"N","Y"
"REE6X1DZZ1SDO",5,19,"N","N"
"R3QI527M02BZZJ",2,57,"N","N"
"R25Y94KR1387PU",4,20,"N","N"
"R252J9CZ2S07Q2",2,21,"N","N"
"RJGPGYH0R01SZ",5,37,"N","Y"
"R2JAER8BDSXUDI",5,23,"N","Y"
"R31AYHUVRO7HOH",1,19,"N","Y"
"R3LMLBVSKTM2QA",4,23,"N","Y"
"R12MGD6QZELD2S",4,48,"N","Y"
"R37O7UIW0YS9HK",5,19,"N","Y"
"RL8NGDG24MD7P",5,22,"N","Y"
"R3HYQ75DEWQ83K",3,24,"N","Y"
"R1H8N904VORDU4",5,31,"N","Y"
"R3BPBPK6W3QUTK",1,77,"N","Y"
"R29EXFX55TYY3R",4,53,"N","N"
"RU1NJU0IDZEK8",3,26,"N","Y"
"R1E57ALDMUULBK",1,25,"N","Y"
"RI8KNR2SWYZN4",5,39,"N","Y"
"R2E024B3EZ7NI",5,64,"N","N"
"RESW8THIUV6D0",5,160,"N","Y"
"R287A1NGXL0YM3",5,51,"N","Y"
"R2EAIKGAK31GTF",3,109,"N","Y"
"R23LY0M390NOPB",1,24,"N","Y"
"R1LARIAB40MJJD",5,28,"N","Y"
"R1KZFL6LCM0WJK",1,24,"N","Y"
"R37VUUNVQQCBHD",2,23,"N","Y"
"R2ZR8UXHHUFUTK",1,11,"N","N"
"R3GAXHH136VW90",5,30,"N","Y"
"R2X5VTGWP82NRF",4,57,"N","Y"
"R23OAP3C2ZU30L",5,23,"N","Y"
"R2U3IBZ9L7D5UU",2,27,"N","Y"
"R26YCVZ7ZA50P4",1,24,"N","Y"
"R3QCY3Z59ZPCLM",5,39,"N","Y"
"R226Z9HMDZA6KV",4,19,"N","Y"
"R2HMIKC87YXG6M",5,36,"N","Y"
"R1M0UNN858T3HN",1,15,"N","Y"
"R277G6LZ68NKPY",4,48,"N","Y"
"R2RQ3VCXNQI0ZS",1,22,"N","N"
"RNV3E6QMAL87O",3,25,"N","Y"
"R2GDWLDTKJM02A",5,57,"N","Y"
"R2CEDDGYZ1RAI",5,24,"N","Y"
"R3D8VPDE0XMCHT",5,61,"N","Y"
"R21NS7HPXI94OA",5,30,"N","Y"
"RQI56AV3NDGMR",5,26,"N","Y"
"R2MVKXQA7AY51M",5,21,"N","Y"
"R14Z8GP4EZ52YY",4,24,"N","Y"
"R2P1KGLEX1BE0M",5,29,"N","Y"
"R1VWCGG5AEWHJV",5,24,"N","Y"
"R1QQF72FXA9XPT",4,22,"N","Y"
"RHRZ1TWB8J8X9",5,24,"N","Y"
"R1LDJQD6QINZBV",5,33,"N","N"
"RCE0RKFXOB9PJ",5,28,"N","N"
"R1RLAI9Q3AN1WS",5,23,"N","Y"
"RXFDRPVMT8NVK",5,28,"N","Y"
"RB2W67061LSNO",5,112,"N","Y"
"R144J44YM9Y9NY",5,56,"N","N"
"R1QOL4R9JJM8HZ",5,61,"N","Y"
"RTZISRK75Y59E",5,19,"N","Y"
"R2HT2P6GEENW9B",3,35,"N","Y"
"R2RHK0RE1FVRXC",3,22,"N","Y"
"RZ4FYXTJDW5XD",5,21,"N","Y"
"R2ALLQ34TX80NS",5,43,"N","N"
"RE4MDACCHSMH9",5,20,"N","Y"
"R22PNKKLN3XFS5",1,36,"N","Y"
"RWJR1CVMELE8J",1,19,"N","Y"
"R3IOLDL1LG0O8E",5,21,"N","Y"
"R2GFWT0IG7L4GR",5,23,"N","Y"
"RCGPY8U4CPDND",5,37,"N","Y"
"R2LNFRFW3XCMVW",1,32,"N","Y"
"R1EVIV15DBGTX4",5,18,"N","Y"
"RF9U8XJ60VW52",2,15,"N","N"
"RX87MYZ84LORB",5,18,"N","N"
"R3RMPW1YWKT52J",4,43,"N","Y"
"R2KS324DI3QUU6",4,42,"N","Y"
"R29LIUI9T9P4HG",4,24,"N","Y"
"RC147026O51Z6",5,27,"N","N"
"R3V8MPKJN3CPW4",2,52,"N","Y"
"R365VAK0OP1BNI",5,19,"N","Y"
"R3TYWJQ9L2TUX3",5,61,"N","Y"
"RWHSTUAHOH08J",5,18,"N","Y"
"R34R5U2C0LJWZQ",5,17,"N","N"
"R24A7B6ZSPL0C3",5,19,"N","Y"
"R18PQ6EI1Q2XQI",5,27,"N","Y"
"R2F0SFOQU0H6HM",1,69,"N","Y"
"R270U40G2TFUF9",1,17,"N","Y"
"R1YRLQK6Y5FQHV",5,21,"N","Y"
"R38ODK9FVI33OP",2,41,"N","N"
"R2G8ICS6OTEM1U",5,26,"N","Y"
"R2YL66B1S2LQL",5,23,"N","Y"
"R633LO8YKH8RV",1,36,"N","N"
"R2TU21Y2O08GO5",5,65,"N","Y"
"R2351C6G0ZRBY2",3,14,"N","Y"
"R5TZBK24YVHNX",3,19,"N","Y"
"R3M4S0P1TJRQSB",5,21,"N","Y"
"R21482PTSXJ51D",5,17,"N","Y"
"R61S1Q8S0JERC",1,25,"N","Y"
"RXSLXOZ2EHIKW",5,36,"N","N"
"R3QRIX4HKZSKWG",5,18,"N","N"
"RULCS9B2NR6XW",5,59,"N","Y"
"R6LWG3KCCI99W",5,96,"N","N"
"R2CR2E07PDRP0K",3,20,"N","Y"
"RQSPNF3I0MHGS",4,23,"N","Y"
"R3ENH5DSTPH355",5,19,"N","N"
"R2MZ7ZSA24QBQ",1,182,"N","N"
"R6R57NC42A7UT",3,224,"N","Y"
"R1G0IWRTW9Z25J",3,26,"N","Y"
"R5K734Y6C14A6",1,25,"N","Y"
"RDHXSH0W0X6J4",4,21,"N","Y"
"R3IIPN4LHAJTFT",5,25,"N","Y"
"R14F5PGEJG7DEG",5,22,"N","Y"
"R2F8PWF5MWDSZ1",5,21,"N","Y"
"R3K748FZDL21FA",5,185,"N","Y"
"R3IQG4HRHXWVDT",5,21,"N","Y"
"R14RFVXA932ATQ",5,38,"N","Y"
"R227FLLYOYCTDA",5,39,"N","Y"
"R2LYESLM2KDBIU",5,26,"N","Y"
"RFLA4HMUKVOF2",2,80,"N","Y"
"R1NLQ7R2961J8L",5,26,"N","Y"
"R34XWUD5DSKCHZ",1,50,"N","Y"
"RW5QLNHT9RKE1",5,21,"N","Y"
"R2K2S5XPWVE21O",2,30,"N","Y"
"R6AQIHBM4NCS8",4,44,"N","Y"
"R3B55PM875241T",4,16,"N","Y"
"R2T0Z8S8BROO2O",5,34,"N","Y"
"R1YD125MEH3TRW",5,19,"N","Y"
"R1Q87CFB2V6ZC7",5,29,"N","Y"
"R8PDKYJ4DJX8N",3,21,"N","Y"
"R1CLZPY9LE0U83",5,27,"N","Y"
"RGC5BUUO9BANL",1,25,"N","N"
"R1T7B4Y2KT4QVN",5,33,"N","Y"
"R1WNQEFLXNNUTO",5,21,"N","Y"
"R16WZ6RZULSMPQ",5,27,"N","Y"
"R3TNIMAL3GAO3X",4,42,"N","Y"
"RMJEWLPEAP9G0",5,20,"N","Y"
"R1R5QT1CUBSAJJ",1,48,"N","Y"
"R25R8E7XEEMJ4",5,46,"N","Y"
"R2N34GNW934UU3",5,143,"N","Y"
"R1WHY2EO14F5Z7",5,95,"N","Y"
"R1PWJ2PLOEHQMU",2,24,"N","Y"
"RJ7NRU13XUYEK",5,35,"N","Y"
"REAQKV70MM433",4,26,"N","N"
"R1X8Z96D2DMFNP",1,39,"N","Y"
"R2J1C3JW7DZ15O",5,107,"N","Y"
"RGV462O4FXW3W",5,55,"N","Y"
"RE9BSYYKYB2EZ",5,28,"N","Y"
"RWKSW7AHF2OYU",3,29,"N","Y"
"R22YW0255TFWY3",1,10,"N","Y"
"R3UX932RPJSUJ3",5,33,"N","N"
"R17U1B96LKWPY2",1,15,"N","Y"
"R1ZE1SAK651TJ0",5,26,"N","Y"
"R26GJWB60GKGDO",1,21,"N","Y"
"R2X25M9D5PUNPG",3,28,"N","Y"
"R1XHKC4SJAX3LL",5,31,"N","Y"
"R1HK0ICHHJBRXN",4,94,"N","Y"
"R2KZZRN1Q8AY0M",5,40,"N","Y"
"R17XZJ66B0X57B",3,28,"N","Y"
"R2DMQXPMRBSJWQ",5,52,"N","Y"
"RG2X1OLX1RQL2",5,23,"N","Y"
"R2A3PDUQB32WIJ",3,27,"N","Y"
"RCYJFD327U0RK",4,42,"N","Y"
"R3JLQV8ZYHGW35",5,43,"N","Y"
"R1D7EPQFLKV2LD",4,56,"N","Y"
"R2LY1G9REWYS9U",5,33,"N","Y"
"R7EII2PL4V25J",5,33,"N","N"
"R3B1K4PUC3G13",5,21,"N","Y"
"RT2U343P2TA3K",5,93,"N","Y"
"R3CP4V165A9OK1",5,117,"N","Y"
"R1802B92ON29OI",5,55,"N","Y"
"R1UKK35T3GTCYI",5,62,"N","Y"
"RK4OIKRPF4KS0",5,35,"N","Y"
"R3FYZLY0OMQ030",4,34,"N","Y"
"RUHRGSNE62WG5",4,93,"N","Y"
"R1FJ54UVIXIXVG",4,17,"N","Y"
"R3C4Q27CUONLGM",1,39,"N","N"
"R20IWFDSWW6EGG",5,101,"N","Y"
"R361UO06IC5Z0R",4,40,"Y","N"
"R1INXGH6ITZATV",4,72,"N","Y"
"RV0Z6LT4YW1GF",5,27,"N","Y"
"R3FI8G7G1VP00X",2,25,"N","Y"
"RSW5WLUCE0EKF",1,90,"N","Y"
"R1JFYTQESKV8LP",1,15,"N","Y"
"R3J6LT8Z6BYH50",1,12,"N","N"
"R3LIGTU63SOTH7",5,29,"N","N"
"R2MDK2407W04CG",5,26,"N","Y"
"RRJG5032C9VT8",4,25,"N","Y"
"RTLF9B2QUG018",1,37,"N","N"
"R3V7FEHS1QL9ZM",5,143,"N","Y"
"R1BSW3IYDZJOYB",5,18,"N","Y"
"RGEYSLXPL47I0",3,34,"N","Y"
"R2B203KX9XQPIM",5,24,"N","N"
"R7Z3D66CAHKQ2",5,75,"N","Y"
"R3SEKY9ABH9C1I",2,20,"N","Y"
"RI8PHXJI3VVGO",5,32,"N","Y"
"RBLL75S3JCF8A",1,32,"N","Y"
"R1J1OCBNLVYKI9",5,108,"N","Y"
"RPENO8992VK8N",5,41,"N","Y"
"R2U738LXWGACIW",4,33,"N","Y"
"R3IH9E75BVM32D",3,28,"N","Y"
"R2DEECCAON4VOD",5,27,"N","N"
"R3VY9UJ67QUS4H",2,35,"N","Y"
"R1506ZPZFNWCJX",1,21,"N","Y"
"R2J036RMSC83CH",4,24,"N","N"
"R3BT7D9X0LUKHA",1,20,"N","Y"
"R1VE1INCGJBEWN",3,27,"N","Y"
"R3BI9IKKPCDK2K",5,21,"N","Y"
